mode,atlas,fc_version,fold_or_site,auc,accuracy,balanced_accuracy,f1,precision,recall,specificity,threshold,train_time_sec,infer_ms_per_sample,epochs_run,n_params,n_eval
pooled_cv,Schaefer200,v2,1,0.6965340179717586,0.6497175141242938,0.6486521181001283,0.6702127659574467,0.6774193548387096,0.6631578947368421,0.6341463414634146,0.20828799903392792,2787.874402999878,18.00971650807871,55,43010,177
pooled_cv,Schaefer200,v2,2,0.7182284980744544,0.6271186440677966,0.627599486521181,0.6413043478260869,0.6629213483146067,0.6210526315789474,0.6341463414634146,0.8186807036399841,4537.753009319305,18.95838538132145,90,43010,177
pooled_cv,Schaefer200,v2,3,0.6765083440308088,0.6101694915254238,0.6093068035943517,0.6310160427807486,0.6413043478260869,0.6210526315789474,0.5975609756097561,0.8717859983444214,2093.251216173172,17.32785957681257,42,43010,177
pooled_cv,Schaefer200,v2,4,0.6872427983539094,0.632768361581921,0.6325231481481481,0.6524064171122994,0.6703296703296703,0.6354166666666666,0.6296296296296297,0.5615828037261963,1084.7183089256287,16.943283673733642,22,43010,177
pooled_cv,Schaefer200,v2,5,0.6566601689408708,0.6193181818181818,0.6173489278752436,0.6455026455026456,0.648936170212766,0.6421052631578947,0.5925925925925926,0.7627140879631042,1491.0230884552002,16.84520867737857,30,43010,176
